Loan Number,Country,Interest Rate,Currency of Commitment,Project ID,Original Principal Amount,Cancelled Amount,Disbursed Amount,Repaid to IBRD,Sold 3rd Party,First Repayment Date,Last Repayment Date
IBRD14995,Indonesia,7.9,USD,P003771,"$41,800,008.27 ","$8,077,102.12 ","$33,722,906.15 ","$33,722,906.15 ",$0.00 ,03/01/1983,09/01/1997
IBRD15000,Jamaica,7.9,USD,P007420,"$30,000,000.00 ",$0.00 ,"$30,000,000.00 ","$30,000,000.00 ",$0.00 ,08/15/1982,02/15/1995
IBRD15010,Cote d'Ivoire,7.9,USD,P001119,"$29,000,000.00 ","$2,015,985.06 ","$26,984,014.94 ","$26,984,014.94 ",$0.00 ,06/15/1982,12/15/1994
IBRD15020,Paraguay,7.9,USD,P007867,"$6,000,000.00 ",$0.00 ,"$6,000,000.00 ","$6,000,000.00 ",$0.00 ,07/01/1982,01/01/1995
IBRD15030,"Korea, Republic of",7.9,USD,P004077,"$36,000,000.00 ",$0.00 ,"$36,000,000.00 ","$34,657,683.71 ","$1,342,316.29 ",06/15/1982,12/15/1994
IBRD15040,Tunisia,7.9,USD,P005627,"$30,000,000.00 ","$709,082.28 ","$29,290,917.72 ","$29,290,917.72 ",$0.00 ,06/01/1982,12/01/1990
IBRD15050,Tunisia,7.9,USD,P005627,"$5,000,000.00 ","$1,060,117.40 ","$3,939,882.60 ","$3,939,882.60 ",$0.00 ,09/15/1982,03/15/1991
IBRD15060,Philippines,7.9,USD,P004457,"$1,316,138.28 ",$0.00 ,"$1,316,138.28 ","$1,316,138.28 ",$0.00 ,06/15/1983,12/15/1997
IBRD15065,Philippines,7.9,USD,P004457,"$6,683,861.72 ","$3,802,728.13 ","$2,881,133.59 ","$2,881,133.59 ",$0.00 ,06/15/1983,12/15/1997
IBRD15070,"Korea, Republic of",7.9,USD,P004080,"$55,000,000.00 ","$11,398.45 ","$54,988,601.55 ","$54,988,601.55 ",$0.00 ,12/15/1978,12/15/1994
IBRD15080,Cameroon,7.9,USD,P000339,"$15,000,000.00 ","$518,136.77 ","$14,481,863.23 ","$14,481,863.23 ",$0.00 ,08/15/1983,02/15/1998
IBRD15090,Romania,7.9,USD,P008705,"$40,500,000.00 ",$0.00 ,"$40,500,000.00 ","$40,500,000.00 ",$0.00 ,08/15/1981,02/15/1993
IBRD15100,Bolivia,7.9,USD,P006130,"$9,000,000.00 ","$5,008,247.12 ","$3,991,752.88 ","$3,991,752.88 ",$0.00 ,10/01/1983,04/01/1998
IBRD15110,India,7.45,USD,P009738,"$6,095,828.23 ",$0.00 ,"$6,095,828.23 ","$6,095,828.23 ",$0.00 ,07/01/1981,01/01/1995
IBRD15115,India,7.45,USD,P009738,"$18,904,171.77 ","$1,374,581.11 ","$17,529,590.66 ","$17,529,590.66 ",$0.00 ,07/01/1981,01/01/1995
IBRD15120,Cameroon,7.45,USD,P000342,"$14,500,000.00 ",$0.00 ,"$14,500,000.00 ","$14,500,000.00 ",$0.00 ,09/15/1983,03/15/1998
IBRD15130,Indonesia,7.45,USD,P003776,"$37,816,383.69 ","$15,000,000.00 ","$22,816,383.69 ","$22,816,383.69 ",$0.00 ,08/01/1983,02/01/1998
IBRD15135,Indonesia,7.45,USD,P003776,"$71,183,616.31 ","$15,596,953.74 ","$55,586,662.57 ","$55,586,662.57 ",$0.00 ,08/01/1983,02/01/1998
IBRD15140,Philippines,7.45,USD,P004458,"$30,000,000.00 ","$677,975.27 ","$29,322,024.73 ","$29,322,024.73 ",$0.00 ,10/15/1981,04/15/1996
IBRD15150,Cameroon,7.45,USD,P000343,"$16,500,000.00 ",$0.00 ,"$16,500,000.00 ","$16,500,000.00 ",$0.00 ,08/15/1983,02/15/1998
IBRD15160,Jamaica,7.45,USD,P007421,"$20,000,000.00 ","$628,818.90 ","$19,371,181.10 ","$19,371,181.10 ",$0.00 ,08/15/1982,02/15/1995
IBRD15170,Jamaica,7.45,USD,P007419,"$18,000,000.00 ","$309,519.51 ","$17,690,480.49 ","$17,690,480.49 ",$0.00 ,08/15/1982,02/15/1995
IBRD15180,Senegal,7.45,USD,P002301,"$11,000,000.00 ","$290,332.88 ","$10,709,667.12 ","$10,709,667.12 ",$0.00 ,09/01/1983,03/01/1998
IBRD15190,Thailand,7.45,USD,P004696,"$110,000,000.00 ","$7,429,443.90 ","$102,570,556.10 ","$90,285,182.61 ","$12,285,373.49 ",11/01/1983,05/01/1998
IBRD15200,Kenya,7.45,USD,P001262,"$30,000,000.00 ",$655.23 ,"$29,999,344.77 ","$29,999,344.77 ",$0.00 ,08/15/1983,02/15/1998
IBRD15210,Argentina,7.45,USD,P005934,"$105,000,000.00 ","$32,571,698.99 ","$72,428,301.01 ","$71,344,113.88 ","$1,084,187.13 ",11/01/1981,05/01/1993
IBRD15220,Malaysia,7.45,USD,P004252,"$26,000,000.00 ",$0.00 ,"$26,000,000.00 ","$23,324,299.39 ","$2,675,700.61 ",11/15/1982,05/15/1995
IBRD15230,Colombia,7.45,USD,P006755,"$13,800,000.00 ","$5,763,417.38 ","$8,036,582.62 ","$8,036,582.62 ",$0.00 ,05/15/1982,11/15/1994
IBRD15240,Mexico,7.45,USD,P007549,"$45,697,739.25 ",$0.00 ,"$45,697,739.25 ","$45,697,739.25 ",$0.00 ,10/01/1982,04/01/1995
IBRD15245,Mexico,7.45,USD,P007549,"$4,302,260.75 ",$0.00 ,"$4,302,260.75 ","$4,302,260.75 ",$0.00 ,10/01/1982,04/01/1995
IBRD15250,Brazil,7.45,USD,P006293,"$110,000,000.00 ","$57,463,202.44 ","$52,536,797.56 ","$52,536,797.56 ",$0.00 ,12/01/1981,06/01/1993
IBRD15260,Philippines,7.45,USD,P004455,"$15,417,134.16 ",$0.00 ,"$15,417,134.16 ","$15,417,134.16 ",$0.00 ,11/01/1983,05/01/1998
IBRD15265,Philippines,7.45,USD,P004455,"$49,582,865.84 ","$16,281,974.69 ","$33,300,891.15 ","$33,300,891.15 ",$0.00 ,11/01/1983,05/01/1998
IBRD15270,Thailand,7.45,USD,P004695,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$24,473,141.74 ","$526,858.26 ",11/01/1983,05/01/1998
IBRD15280,Morocco,7.45,USD,P005382,"$18,000,000.00 ","$10,069,137.09 ","$7,930,862.91 ","$7,930,862.91 ",$0.00 ,10/01/1983,04/01/1998
IBRD15290,Paraguay,7.45,USD,P007866,"$33,000,000.00 ",$0.00 ,"$33,000,000.00 ","$33,000,000.00 ",$0.00 ,12/01/1982,06/01/1995
IBRD15300,"Korea, Republic of",7.45,USD,P004078,"$95,000,000.00 ","$341,377.09 ","$94,658,622.91 ","$91,029,631.84 ","$3,628,991.07 ",08/15/1982,02/15/1995
IBRD15310,Syrian Arab Republic,7.45,USD,P005555,"$40,000,000.00 ","$7,653,076.66 ","$32,346,923.34 ","$32,346,923.34 ",$0.00 ,10/01/1982,04/01/1995
IBRD15320,Costa Rica,7.45,USD,P006915,"$10,600,000.00 ","$241,633.17 ","$10,358,366.83 ","$10,358,366.83 ",$0.00 ,09/01/1982,03/01/1995
IBRD15330,"Egypt, Arab Republic of",7.45,USD,P005010,"$33,279,454.76 ",$0.00 ,"$33,279,454.76 ","$33,279,454.76 ",$0.00 ,04/01/1981,10/01/1995
IBRD15335,"Egypt, Arab Republic of",7.45,USD,P005010,"$6,720,545.24 ","$530,963.45 ","$6,189,581.79 ","$6,189,581.79 ",$0.00 ,04/01/1981,10/01/1995
IBRD15340,Serbia,7.45,USD,P009180,"$90,096,660.81 ","$473,944.12 ","$89,622,716.69 ","$89,622,716.69 ",$0.00 ,11/01/1981,05/01/1993
IBRD15346,Bosnia and Herzegovina,7.45,USD,P009180,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,11/01/1981,05/01/1993
IBRD15347,"Macedonia, former Yugoslav Republic",7.45,USD,P009180,"$1,320,076.92 ",$0.00 ,"$1,320,076.92 ","$1,320,076.92 ",$0.00 ,11/01/1981,05/01/1993
IBRD15348,Slovenia,7.45,USD,P009180,"$620,259.14 ",$0.00 ,"$620,259.14 ","$620,259.14 ",$0.00 ,11/01/1981,05/01/1993
IBRD15349,Croatia,7.45,USD,P009180,"$724,996.45 ",$0.00 ,"$724,996.45 ","$724,996.45 ",$0.00 ,11/01/1981,05/01/1993
IBRD15350,Serbia,7.45,USD,P009179,"$74,986,107.65 ",$0.00 ,"$74,986,107.65 ","$74,986,107.65 ",$0.00 ,12/01/1981,06/01/1993
IBRD15356,Bosnia and Herzegovina,7.45,USD,P009179,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,12/01/1981,06/01/1993
IBRD15358,Slovenia,7.45,USD,P009179,"$819,292.00 ",$0.00 ,"$819,292.00 ","$819,292.00 ",$0.00 ,12/01/1981,06/01/1993
IBRD15359,Croatia,7.45,USD,P009179,"$1,626,570.00 ",$0.00 ,"$1,626,570.00 ","$1,626,570.00 ",$0.00 ,12/01/1981,06/01/1993
IBRD15360,Romania,7.45,USD,P008706,"$85,000,000.00 ",$0.00 ,"$85,000,000.00 ","$85,000,000.00 ",$0.00 ,11/15/1981,05/15/1993
IBRD15370,Brazil,7.45,USD,P006285,"$24,000,000.00 ","$12,510,475.97 ","$11,489,524.03 ","$11,489,524.03 ",$0.00 ,12/01/1981,06/01/1993
IBRD15380,Brazil,7.45,USD,P006290,"$130,000,000.00 ","$4,941,678.46 ","$125,058,321.54 ","$125,058,321.54 ",$0.00 ,01/01/1982,07/01/1993
IBRD15390,Greece,7.45,USD,P008433,"$60,000,000.00 ","$60,000,000.00 ",$0.00 ,$0.00 ,$0.00 ,12/01/1981,06/01/1993
IBRD15400,Cyprus,7.45,USD,P008350,"$8,500,000.00 ",$0.00 ,"$8,500,000.00 ","$8,500,000.00 ",$0.00 ,12/01/1981,06/01/1993
IBRD15410,Portugal,7.45,USD,P008629,"$40,000,000.00 ","$14,120.05 ","$39,970,297.56 ","$24,590,953.15 ","$15,379,344.41 ",11/01/1981,05/01/1993
IBRD15420,"Korea, Republic of",7.45,USD,P004082,"$120,000,000.00 ",$0.00 ,"$120,000,000.00 ","$117,060,553.00 ","$2,939,447.00 ",12/15/1982,06/15/1995
IBRD15430,Mauritius,7.45,USD,P001888,"$15,200,000.00 ","$1,851,223.88 ","$13,348,776.12 ","$13,348,776.12 ",$0.00 ,10/15/1982,04/15/1995
IBRD15440,Liberia,7.45,USD,P001428,"$7,000,000.00 ","$4,503,568.90 ","$2,496,431.10 ","$2,496,431.10 ",$0.00 ,09/15/1983,03/15/1998
IBRD15450,Algeria,7.45,USD,P004889,"$82,000,000.00 ","$1,763,523.27 ","$80,236,476.73 ","$80,236,476.73 ",$0.00 ,11/15/1982,05/15/1995
IBRD15460,Syrian Arab Republic,7.45,USD,P005556,"$58,000,000.00 ","$5,900,000.00 ","$52,100,000.00 ","$52,100,000.00 ",$0.00 ,07/01/1982,07/01/1995
IBRD15470,Philippines,7.45,USD,P004462,"$59,063,422.54 ",$0.00 ,"$59,063,422.54 ","$59,063,422.54 ",$0.00 ,11/15/1983,05/15/1998
IBRD15475,Philippines,7.45,USD,P004462,"$936,577.46 ",$0.00 ,"$936,577.46 ","$936,577.46 ",$0.00 ,11/15/1983,05/15/1998
IBRD15480,Mauritius,7.45,USD,P001889,"$15,000,000.00 ","$3,903,781.92 ","$11,096,218.08 ","$11,096,218.08 ",$0.00 ,12/01/1982,06/01/1995
IBRD15490,India,7.5,USD,P009739,"$42,043,003.32 ",$0.00 ,"$42,043,003.32 ","$42,043,003.32 ",$0.00 ,01/01/1984,07/01/1998
IBRD15495,India,7.5,USD,P009739,"$62,956,996.68 ",$0.00 ,"$62,956,996.68 ","$62,956,996.68 ",$0.00 ,01/01/1984,07/01/1998
IBRD15500,Kenya,7.5,USD,P001261,"$25,000,000.00 ","$3,880,000.00 ","$21,120,000.00 ","$21,120,000.00 ",$0.00 ,09/15/1983,03/15/1998
IBRD15510,Papua New Guinea,7.5,USD,P004358,"$3,500,000.00 ","$464,559.36 ","$3,035,440.64 ","$3,035,440.64 ",$0.00 ,01/01/1984,07/01/1998
IBRD15520,Mexico,7.5,USD,P007548,"$45,349,896.51 ",$0.00 ,"$45,349,896.51 ","$45,349,896.51 ",$0.00 ,09/01/1982,03/01/1993
IBRD15525,Mexico,7.5,USD,P007548,"$1,650,103.49 ",$0.00 ,"$1,650,103.49 ","$1,650,103.49 ",$0.00 ,09/01/1982,03/01/1993
IBRD15530,Mexico,7.5,USD,P007546,"$11,969,542.95 ",$0.00 ,"$11,969,542.95 ","$11,969,542.95 ",$0.00 ,11/01/1982,05/01/1995
IBRD15535,Mexico,7.5,USD,P007546,"$44,030,457.05 ",$0.00 ,"$44,030,457.05 ","$44,030,457.05 ",$0.00 ,11/01/1982,05/01/1995
IBRD15540,Mexico,7.5,USD,P007550,"$16,500,000.00 ",$0.00 ,"$16,500,000.00 ","$16,500,000.00 ",$0.00 ,11/15/1982,05/15/1995
IBRD15550,Philippines,7.5,USD,P004460,"$15,000,000.00 ","$505,797.54 ","$14,494,202.46 ","$14,494,202.46 ",$0.00 ,09/01/1979,03/01/1995
IBRD15560,Thailand,7.5,USD,P004697,"$8,600,000.00 ","$1,802,032.12 ","$6,797,967.88 ","$6,619,640.49 ","$178,327.39 ",09/15/1983,03/15/1998
IBRD15570,Brazil,7.5,USD,P006291,"$114,000,000.00 ","$9,841,977.26 ","$104,158,022.74 ","$104,158,022.74 ",$0.00 ,10/15/1981,04/15/1993
IBRD15580,Colombia,7.5,USD,P006754,"$24,800,000.00 ","$345,645.37 ","$24,454,354.63 ","$24,454,354.63 ",$0.00 ,10/15/1982,04/15/1995
IBRD15590,Portugal,7.5,USD,P008628,"$21,000,000.00 ","$2,648,249.07 ","$18,351,750.93 ","$16,288,868.02 ","$2,062,882.91 ",12/15/1981,06/15/1993
IBRD15600,Mexico,7.5,USD,P007547,"$86,413,115.90 ",$0.00 ,"$86,413,115.90 ","$86,413,115.90 ",$0.00 ,02/01/1983,08/01/1995
IBRD15605,Mexico,7.5,USD,P007547,"$13,586,884.10 ",$0.00 ,"$13,586,884.10 ","$13,586,884.10 ",$0.00 ,02/01/1983,08/01/1995
IBRD15610,Bosnia and Herzegovina,7.5,USD,P009178,"$63,846,039.17 ","$14,039.17 ","$63,832,000.00 ","$63,832,000.00 ",$0.00 ,02/01/1982,08/01/1993
IBRD15611,Bosnia and Herzegovina,5.24,USD,P009178,"$29,664,304.59 ","$5,177,204.59 ","$24,487,100.00 ","$24,487,100.00 ",$0.00 ,04/01/1987,10/01/1998
IBRD15620,Brazil,7.5,USD,P006289,"$85,000,000.00 ",$0.00 ,"$85,000,000.00 ","$85,000,000.00 ",$0.00 ,02/01/1982,08/01/1993
IBRD15630,Brazil,7.5,USD,P006292,"$88,000,000.00 ",$0.00 ,"$88,000,000.00 ","$88,000,000.00 ",$0.00 ,12/15/1981,06/15/1993
IBRD15640,Argentina,7.5,USD,P005933,"$60,000,000.00 ","$60,000,000.00 ",$0.00 ,$0.00 ,$0.00 ,09/15/1982,03/15/1991
IBRD15650,Panama,7.5,USD,P007806,"$12,000,000.00 ",$0.00 ,"$12,000,000.00 ","$11,500,434.66 ","$499,565.34 ",12/15/1981,06/15/1993
IBRD15660,Zambia,7.5,USD,P003172,"$11,250,000.00 ","$2,907,242.52 ","$8,342,757.48 ","$8,342,757.48 ",$0.00 ,11/01/1983,05/01/1998
IBRD15670,Philippines,7.5,USD,P004456,"$117,557,622.48 ",$0.00 ,"$117,557,622.48 ","$117,457,622.48 ","$100,000.00 ",02/01/1984,08/01/1998
IBRD15675,Philippines,7.5,USD,P004456,"$32,442,377.52 ","$432,172.84 ","$32,010,204.68 ","$32,010,204.68 ",$0.00 ,02/01/1984,08/01/1998
IBRD15680,Brazil,7.5,USD,P006288,"$100,000,000.00 ",$0.00 ,"$100,000,000.00 ","$100,000,000.00 ",$0.00 ,02/15/1982,08/15/1993
IBRD15690,Mexico,7.5,USD,P007545,"$195,743,342.06 ",$0.00 ,"$195,743,342.06 ","$195,743,342.06 ",$0.00 ,11/01/1982,05/01/1995
IBRD15695,Mexico,7.5,USD,P007545,"$4,256,657.94 ",$0.00 ,"$4,256,657.94 ","$4,256,657.94 ",$0.00 ,11/01/1982,05/01/1995
IBRD15700,El Salvador,7.5,USD,P007154,"$23,000,000.00 ","$1,028,458.89 ","$21,971,541.11 ","$21,971,541.11 ",$0.00 ,10/01/1983,04/01/1998
IBRD15710,El Salvador,7.5,USD,P007155,"$9,000,000.00 ",$0.00 ,"$9,000,000.00 ","$9,000,000.00 ",$0.00 ,10/01/1983,04/01/1998
IBRD15720,Philippines,7.5,USD,P004459,"$80,000,000.00 ","$8,760,903.50 ","$71,239,096.50 ","$71,239,096.50 ",$0.00 ,10/15/1981,04/15/1998
IBRD15730,Liberia,7.5,USD,P001430,"$13,800,000.00 ",$0.00 ,"$13,800,000.00 ","$13,800,000.00 ",$0.00 ,10/01/1983,04/01/1998
IBRD15740,"Korea, Republic of",7.5,USD,P004079,"$110,000,000.00 ",$0.00 ,"$110,000,000.00 ","$110,000,000.00 ",$0.00 ,12/15/1979,06/15/1995
IBRD15750,Cote d'Ivoire,7.5,USD,P001118,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$20,000,000.00 ",$0.00 ,10/15/1982,04/15/1995
IBRD15760,Honduras,7.5,USD,P007352,"$10,500,000.00 ","$177,459.29 ","$10,322,540.71 ","$10,322,540.71 ",$0.00 ,10/01/1983,04/01/1998
IBRD15770,Cote d'Ivoire,7.5,USD,P001121,"$33,000,000.00 ","$7,241,794.54 ","$25,758,205.46 ","$25,758,205.46 ",$0.00 ,10/01/1982,04/01/1995
IBRD15780,Indonesia,7.5,USD,P003769,"$13,796,328.30 ",$0.00 ,"$13,796,328.30 ","$13,796,328.30 ",$0.00 ,11/01/1983,05/01/1998
IBRD15785,Indonesia,7.5,USD,P003769,"$126,203,671.70 ","$40,585,726.72 ","$85,617,944.98 ","$85,617,944.98 ",$0.00 ,11/01/1983,05/01/1998
IBRD15790,Indonesia,7.5,USD,P003770,"$6,209,065.24 ",$0.00 ,"$6,209,065.24 ","$5,177,864.04 ","$1,031,201.20 ",11/01/1983,05/01/1998
IBRD15795,Indonesia,7.5,USD,P003770,"$24,790,934.76 ","$4,198,956.52 ","$20,591,978.24 ","$20,591,978.24 ",$0.00 ,11/01/1983,05/01/1998
IBRD15800,Malaysia,7.5,USD,P004254,"$6,348,072.91 ",$0.00 ,"$6,348,072.91 ","$6,348,072.91 ",$0.00 ,01/15/1983,07/15/1995
IBRD15805,Malaysia,7.5,USD,P004254,"$6,651,927.09 ",$0.00 ,"$6,651,927.09 ","$6,651,927.09 ",$0.00 ,01/15/1983,07/15/1995
IBRD15810,Romania,7.5,USD,P008707,"$60,000,000.00 ",$0.00 ,"$60,000,000.00 ","$60,000,000.00 ",$0.00 ,03/01/1982,09/01/1993
IBRD15820,Colombia,7.5,USD,P006752,"$126,000,000.00 ",$0.00 ,"$126,000,000.00 ","$126,000,000.00 ",$0.00 ,09/15/1982,03/15/1995
IBRD15830,Colombia,7.5,USD,P006753,"$50,000,000.00 ","$276,874.18 ","$49,723,125.82 ","$48,830,332.45 ","$892,793.37 ",09/15/1982,03/15/1995
IBRD15840,Botswana,7.5,USD,P000138,"$8,000,000.00 ","$563,797.87 ","$7,436,202.13 ","$7,436,202.13 ",$0.00 ,10/15/1983,04/15/1998
IBRD15850,Turkey,7.5,USD,P008919,"$86,000,000.00 ","$799,908.96 ","$85,200,091.04 ","$85,200,091.04 ",$0.00 ,10/15/1982,04/15/1995
IBRD15860,Turkey,7.5,USD,P008918,"$24,000,000.00 ","$2,130,268.91 ","$21,869,731.09 ","$21,869,731.09 ",$0.00 ,10/01/1982,04/01/1995
IBRD15870,Bolivia,7.5,USD,P006131,"$25,000,000.00 ","$14,625.48 ","$24,985,374.52 ","$24,985,374.52 ",$0.00 ,10/15/1983,04/15/1998
IBRD15880,Greece,7.5,USD,P008432,"$30,000,000.00 ","$5,100,000.00 ","$24,900,000.00 ","$17,526,747.46 ","$7,373,252.54 ",02/15/1982,08/15/1993
IBRD15890,Brazil,7.5,USD,P006287,"$37,000,000.00 ","$10,632,048.43 ","$26,367,951.57 ","$26,367,951.57 ",$0.00 ,03/01/1982,09/01/1993
IBRD15900,Malaysia,7.5,USD,P004251,"$7,819,957.16 ",$0.00 ,"$7,819,957.16 ","$7,819,957.16 ",$0.00 ,01/01/1983,07/01/1995
IBRD15905,Malaysia,7.5,USD,P004251,"$20,180,042.84 ",$0.00 ,"$20,180,042.84 ","$20,180,042.84 ",$0.00 ,01/01/1983,07/01/1995
IBRD15910,Nigeria,7.5,USD,P002034,"$30,000,000.00 ",$0.00 ,"$30,000,000.00 ","$30,000,000.00 ",$0.00 ,01/01/1984,07/01/1998
IBRD15920,India,7.5,USD,P009736,"$66,134,508.87 ",$0.00 ,"$66,134,508.87 ","$66,134,508.87 ",$0.00 ,01/15/1982,07/15/1998
IBRD15925,India,7.5,USD,P009736,"$53,865,491.13 ","$7,230,786.37 ","$46,634,704.76 ","$46,634,704.76 ",$0.00 ,01/15/1982,07/15/1998
IBRD15930,Colombia,7.5,USD,P006750,"$15,000,000.00 ","$332,421.33 ","$14,667,578.67 ","$14,667,578.67 ",$0.00 ,03/01/1983,09/01/1995
IBRD15940,Uruguay,7.5,USD,P008122,"$9,700,000.00 ","$1,222,323.60 ","$8,477,676.40 ","$8,477,676.40 ",$0.00 ,12/01/1981,06/01/1993
IBRD15950,Algeria,7.5,USD,P004888,"$90,000,000.00 ","$83,858,790.00 ","$6,141,210.00 ","$6,141,210.00 ",$0.00 ,11/15/1982,05/15/1995
IBRD15960,Fiji,7.5,USD,P003679,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$13,701,485.67 ","$1,298,514.33 ",01/01/1982,07/01/1993
IBRD15970,Nigeria,7.5,USD,P002035,"$60,000,000.00 ","$8,866,665.22 ","$51,133,334.78 ","$51,133,334.78 ",$0.00 ,04/01/1981,10/01/1995
IBRD15980,Colombia,7.5,USD,P006749,"$100,000,000.00 ","$9,355,052.01 ","$90,644,947.99 ","$90,644,947.99 ",$0.00 ,02/15/1983,08/15/1995
IBRD15990,Costa Rica,7.5,USD,P006916,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$14,800,000.00 ","$200,000.00 ",03/01/1983,09/01/1995
IBRD16000,Liberia,7.5,USD,P001429,"$10,000,000.00 ",$0.00 ,"$10,000,000.00 ","$10,000,000.00 ",$0.00 ,10/01/1983,04/01/1998
IBRD16010,Tunisia,7.5,USD,P005628,"$32,000,000.00 ","$2,145,407.14 ","$29,854,592.86 ","$24,759,403.68 ","$5,095,189.18 ",12/01/1982,06/01/1995
IBRD16020,Morocco,7.5,USD,P005381,"$65,000,000.00 ","$28,745,990.78 ","$36,254,009.22 ","$36,254,009.22 ",$0.00 ,03/15/1985,09/15/2002
IBRD16030,Portugal,7.5,USD,P008627,"$70,000,000.00 ","$56,791,766.61 ","$13,208,233.39 ","$9,612,952.96 ","$3,595,280.43 ",03/01/1982,09/01/1993
IBRD16040,Indonesia,7.5,USD,P003772,"$2,499,193.24 ",$0.00 ,"$2,499,193.24 ","$2,499,193.24 ",$0.00 ,03/01/1984,09/01/1998
IBRD16045,Indonesia,7.5,USD,P003772,"$62,500,806.76 ","$14,500,000.00 ","$48,000,806.76 ","$48,000,806.76 ",$0.00 ,03/01/1984,09/01/1998
IBRD16050,Guatemala,7.5,USD,P007189,"$72,000,000.00 ",$0.00 ,"$72,000,000.00 ","$72,000,000.00 ",$0.00 ,03/01/1983,09/01/1995
IBRD16051,Guatemala,2.98,USD,P007189,"$44,600,000.00 ","$144,663.94 ","$44,455,336.06 ","$44,455,336.06 ",$0.00 ,08/15/1990,08/15/1995
IBRD16060,Turkey,7.5,USD,P008920,"$95,000,000.00 ",$0.00 ,"$95,000,000.00 ","$95,000,000.00 ",$0.00 ,11/15/1982,05/15/1995
IBRD16070,Tanzania,7.5,USD,P002716,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$25,000,000.00 ",$0.00 ,10/01/1983,04/01/1998
IBRD16080,Malaysia,7.5,USD,P004259,"$4,450,797.73 ",$0.00 ,"$4,450,797.73 ","$4,450,797.73 ",$0.00 ,03/01/1983,09/01/1995
IBRD16085,Malaysia,7.5,USD,P004259,"$12,549,202.27 ","$11,118,822.29 ","$1,430,379.98 ","$1,430,379.98 ",$0.00 ,03/01/1983,09/01/1995
IBRD16090,Jamaica,7.5,USD,P007423,"$7,000,000.00 ","$230,161.31 ","$6,769,838.69 ","$6,769,838.69 ",$0.00 ,01/01/1983,07/01/1995
IBRD16100,Malawi,7.5,USD,P001607,"$3,000,000.00 ","$235,003.79 ","$2,764,996.21 ","$2,764,996.21 ",$0.00 ,06/01/1982,12/01/1993
IBRD16110,Serbia,7.5,USD,P009183,"$31,963,443.02 ","$3,297,418.34 ","$28,666,024.68 ","$28,666,024.68 ",$0.00 ,12/15/1980,12/15/1993
IBRD16120,Bosnia and Herzegovina,7.5,USD,P009184,"$19,479,178.76 ","$162,219.31 ","$19,316,959.45 ","$19,316,959.45 ",$0.00 ,12/15/1980,06/15/1993
IBRD16130,"Macedonia, former Yugoslav Republic",7.5,USD,P009184,"$20,000,000.00 ","$284,860.59 ","$19,715,139.41 ","$19,715,139.41 ",$0.00 ,12/15/1980,12/15/1993
IBRD16140,Serbia,7.5,USD,P009184,"$15,745,131.00 ",$0.00 ,"$15,745,131.00 ","$15,745,131.00 ",$0.00 ,12/15/1980,06/15/1994
IBRD16150,Philippines,7.9,USD,P004471,"$3,760,660.48 ",$0.00 ,"$3,760,660.48 ","$3,760,660.48 ",$0.00 ,03/01/1984,09/01/1998
IBRD16155,Philippines,7.9,USD,P004471,"$84,239,339.52 ",$0.00 ,"$84,239,339.52 ","$84,239,339.52 ",$0.00 ,03/01/1984,09/01/1998
IBRD16160,"Macedonia, former Yugoslav Republic",7.9,USD,P009182,"$82,000,000.00 ","$301,121.27 ","$81,698,878.73 ","$81,698,878.73 ",$0.00 ,03/15/1982,09/15/1993
IBRD16170,Jordan,7.9,USD,P005254,"$35,000,000.00 ",$0.00 ,"$35,000,000.00 ","$25,813,215.14 ","$9,186,784.86 ",01/01/1985,07/01/1991
IBRD16180,Malaysia,7.9,USD,P004257,"$12,751,480.47 ",$0.00 ,"$12,751,480.47 ","$11,672,105.93 ","$1,079,374.54 ",04/15/1983,10/15/1995
IBRD16185,Malaysia,7.9,USD,P004257,"$6,748,519.53 ","$3,726,808.99 ","$3,021,710.54 ","$3,021,710.54 ",$0.00 ,04/15/1983,10/15/1995
IBRD16190,Swaziland,7.9,USD,P002657,"$11,000,000.00 ","$223,138.66 ","$10,776,861.34 ","$10,776,861.34 ",$0.00 ,06/01/1984,12/01/1998
IBRD16200,Thailand,7.9,USD,P004700,"$2,405,467.58 ",$0.00 ,"$2,405,467.58 ","$2,405,467.58 ",$0.00 ,05/01/1984,11/01/1998
IBRD16205,Thailand,7.9,USD,P004700,"$87,594,532.42 ",$0.00 ,"$87,594,532.42 ","$87,594,532.42 ",$0.00 ,05/01/1984,11/01/1998
IBRD16210,Bosnia and Herzegovina,7.9,USD,P009181,"$45,889,946.81 ","$320,946.81 ","$45,569,000.00 ","$45,569,000.00 ",$0.00 ,06/01/1982,12/01/1993
IBRD16220,Guyana,7.9,USD,P007236,"$5,000,000.00 ",$0.00 ,"$5,000,000.00 ","$5,000,000.00 ",$0.00 ,03/15/1984,09/15/1998
IBRD16230,Guyana,7.9,USD,P007235,"$10,000,000.00 ",$0.00 ,"$10,000,000.00 ","$10,000,000.00 ",$0.00 ,03/15/1984,09/15/1998
